0,0
1008,0
2016,0
3024,0
4032,0
5040,0
6048,0
7056,0
8064,0
9072,0
10080,0
11088,0
12096,0
13104,0
14112,0
15120,0
16128,0
17136,0
18144,0
19152,0
20160,0
21168,0
22176,0
23184,0
24192,0
25200,0
26208,0
27216,0
28224,0
29232,0
30240,0
31248,0
32256,0
33264,0
34272,0
35280,0
36288,0
37296,0
38304,0
39312,0
40320,0
41328,0
42336,0
43344,0
44352,0
45360,0
46368,0
47376,0
48384,0
49392,0
50400,0
51408,0
52416,0
53424,0
54432,0
55440,0
56448,0
57456,0
58464,0
59472,0
60480,0
61488,0
62496,0
63504,0
64512,0
65520,0
66528,0
67536,0
68544,0
69552,0.0742
70560,0.056720000000000007
71568,0.0641
72576,0.0595
73584,0.06503333333333333
74592,0.06670000000000001
75600,0.06687142857142857
76608,0.06474
77616,0.06323333333333334
78624,0.06158333333333333
79632,0.06205
80640,0.061
81648,0.0623
82656,0.062025
83664,0.061725
84672,0.08901666666666667
85680,0.10300000000000001
86688,0.10135
87696,0.12105999999999999
88704,0.18844
89712,0.21448
90720,0.29575
91728,0.25725999999999993
92736,0.24722499999999997
93744,0.28195714285714285
94752,0.2551
95760,0.22572
96768,0.21894999999999998
97776,0.23094285714285714
98784,0.24562
99792,0.25841428571428576
100800,0.29916666666666664
101808,0.31031666666666663
102816,0.34593333333333337
103824,0.3620333333333334
104832,0.4258
105840,0.55015
106848,0.8547833333333333
107856,1.05404
108864,1.02078
109872,0.88074
110880,0.9391250000000001
111888,0.9117500000000001
112896,0.87985
113904,0.8842125000000001
114912,0.8113750000000001
115920,0.8068333333333334
116928,0.74502
117936,0.762957142857143
118944,1.0394333333333334
119952,1.3815333333333333
120960,2.3074166666666667
121968,3.27644
122976,3.6892250000000004
123984,6.665483333333333
124992,7.227225
126000,6.387525
127008,8.2059
128016,8.723533333333334
129024,15.80598
130032,24.20864
131040,19.289099999999998
132048,16.918200000000002
133056,17.51
134064,16.767633333333333
135072,14.631316666666669
136080,14.362800000000002
137088,13.668216666666668
138096,13.797814285714283
139104,13.483783333333333
140112,9.158542857142857
141120,10.2417
142128,11.180816666666667
143136,9.380949999999999
144144,8.025899999999998
145152,5.894671428571429
146160,5.260171428571428
147168,5.24255
148176,4.976128571428572
149184,4.1480555555555565
150192,2.8406124999999998
151200,3.0652333333333335
152208,3.085957142857143
153216,2.8789714285714285
154224,2.2684714285714285
155232,2.4811625
156240,2.9538714285714285
157248,3.0626833333333336
158256,3.3329
159264,3.9849833333333335
160272,4.553714285714286
161280,6.337116666666667
162288,6.649642857142858
163296,6.220257142857143
164304,5.719342857142856
165312,5.8304333333333345
166320,5.682199999999999
167328,4.638371428571429
168336,4.608814285714287
169344,4.872050000000001
170352,4.8768
171360,5.136257142857143
172368,4.924383333333333
173376,4.7055428571428575
174384,4.907257142857142
175392,4.855114285714286
176400,5.04775
177408,5.122957142857142
178416,5.006833333333334
179424,5.057933333333334
180432,4.989450000000001
181440,5.109257142857143
182448,5.157925
183456,5.368516666666667
184464,5.688442857142858
185472,6.423766666666666
186480,6.482528571428571
187488,6.613557142857142
188496,6.892942857142857
189504,7.982033333333334
190512,8.685799999999999
191520,8.882733333333334
192528,10.444214285714285
193536,11.289499999999999
194544,11.73872857142857
195552,10.174283333333333
196560,10.72565
197568,10.54415
198576,11.188814285714287
199584,12.040714285714285
200592,12.227683333333333
201600,12.513285714285715
202608,12.233728571428573
203616,11.875414285714287
204624,11.735166666666666
205632,10.732885714285715
206640,10.7384
207648,10.903671428571428
208656,11.441157142857142
209664,12.201257142857145
210672,12.471957142857141
211680,13.40434285714286
212688,13.486900000000002
213696,13.438112499999999
214704,13.417833333333334
215712,13.486042857142857
216720,14.21
217728,16.297342857142855
218736,18.277228571428573
219744,20.359849999999998
220752,23.347085714285715
221760,26.583483333333334
222768,29.771140000000003
223776,31.6952
224784,38.91887142857143
225792,46.60491666666667
226800,50.41804
227808,68.21076000000001
228816,84.98166666666667
229824,120.74226666666668
230832,168.72201666666666
231840,90.63528333333333
232848,128.34007142857143
233856,137.38021666666666
234864,110.31
235872,113.95985
236880,118.71724285714286
237888,126.68266666666666
238896,130.35568333333333
239904,123.16743999999998
240912,108.94161666666668
241920,102.48498
242928,107.77728571428574
243936,100.13585
244944,81.78136666666667
245952,77.31338333333333
246960,91.10818333333333
247968,85.6867
248976,89.8477857142857
249984,96.9085
250992,95.95135
252000,95.109275
253008,99.09078333333333
254016,108.4845
255024,116.63616666666667
256032,126.64996
257040,118.9968
258048,125.27568
259056,124.88582000000001
260064,122.69586
261072,124.24928333333332
262080,116.14948
263088,125.18976666666664
264096,134.87787500000002
265104,157.87632000000002
266112,184.33110000000002
267120,192.90518
268128,214.29532
269136,312.96681428571435
270144,423.65776000000005
271152,668.1530666666666
272160,922.6355333333335
273168,1061.3292000000001
274176,842.38272
275184,852.7820833333332
276192,627.2651
277200,692.9815666666667
278208,761.0477833333334
279216,875.1704666666668
280224,881.53732
281232,854.0959166666667
282240,857.7512800000001
283248,845.6391833333333
